prospect_id,company_name,website,industry_hint,linkedin_url,cloned_site_url
hallmark-cards,Hallmark Cards,http://www.hallmark.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/sharon-tinder-1690b69a,https://hallmark-cards-forge.vercel.app
manpower,Manpower,http://www.manpower.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/ronald-newton-751b1153,https://manpower-forge.vercel.app
manpowergroup,ManpowerGroup,http://www.manpowergroup.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/annie-paulin-73b6a7202,https://manpowergroup-forge.vercel.app
maple-street-biscuit-company,Maple Street Biscuit Company,http://www.maplestreetbiscuits.com,Progressive Service Businesses,http://www.linkedin.com/in/chris-ferguson-a84408134,https://maple-street-biscuit-company-forge.vercel.app
national-beef-packing-company-llc,National Beef Packing Company LLC,http://www.nationalbeef.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/mariana-valdez-5a0635327,https://national-beef-packing-company-llc-forge.vercel.app
palermo-s-pizza,Palermo's Pizza,http://www.palermospizza.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/john-rossa-48772341,https://palermo-s-pizza-forge.vercel.app
ray-business-technologies-a-cmmi-level-3-company,Ray Business Technologies (A CMMI Level 3 Company),http://www.raybiztech.com,Progressive Service Businesses,http://www.linkedin.com/in/sarthaksamantara,https://ray-business-technologies-a-cmmi-level-3-company-forge.vercel.app
regal-rexnord,Regal Rexnord,http://www.regalrexnord.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/ronak-patidar-a6401521a,https://regal-rexnord-forge.vercel.app
rehlko,Rehlko,http://www.rehlko.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/timothy-lutzke-a0240764,https://rehlko-forge.vercel.app
rexnord,Rexnord,http://www.rexnord.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/marty-kuklinski-14b8198b,https://rexnord-forge.vercel.app
rite-hite,Rite-Hite,http://www.ritehite.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/d-jon-lax-9b650b16a,https://rite-hite-forge.vercel.app
rockwell-automation,Rockwell Automation,http://www.rockwellautomation.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/chhavi-kalra-096ab5193,https://rockwell-automation-forge.vercel.app
strattec-security-corporation,Strattec Security Corporation,http://www.strattec.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/johnara-tucker-a50112164,https://strattec-security-corporation-forge.vercel.app
the-manitowoc-company,The Manitowoc Company,http://www.manitowoc.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/alessio-genta-5a9b72115,https://the-manitowoc-company-forge.vercel.app
zurn-elkay-water-solutions,Zurn Elkay Water Solutions,http://www.zurnelkay.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/david-jude-70ab0258,https://zurn-elkay-water-solutions-forge.vercel.app
commerce-bank,Commerce Bank,http://www.commercebank.com,CPA / Accounting / Advisory Firms,http://www.linkedin.com/in/jay-coburn-4bb02942,https://commerce-bank-forge.vercel.app
graebel-companies-inc,"Graebel Companies, Inc.",http://www.graebel.com,CPA / Accounting / Advisory Firms,http://www.linkedin.com/in/ginny-fischer-49b3315,https://graebel-companies-inc-forge.vercel.app
orthopedic-associates-llc,"Orthopedic Associates, LLC",http://www.oastl.com,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/ilona-pinzke-3a663815,https://orthopedic-associates-llc-forge.vercel.app
orthopedic-centers-of-colorado,Orthopedic Centers of Colorado,http://www.occ-ortho.com,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/christina-adams-9873506b,https://orthopedic-centers-of-colorado-forge.vercel.app
warren-clinic-inc,"Warren Clinic, Inc.",http://www.warrenclinic.com,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/andrew-ebert-97189a42,https://warren-clinic-inc-forge.vercel.app
f-g,F&G,http://www.fglife.com,Private Equity / Portfolio Operations,http://www.linkedin.com/in/cynthia-kleymann,https://f-g-forge.vercel.app
the-cigna-group,The Cigna Group,http://www.thecignagroup.com,Private Equity / Portfolio Operations,http://www.linkedin.com/in/naresh-goud-49308162,https://the-cigna-group-forge.vercel.app
advocate-aurora-health,Advocate Aurora Health,http://www.advocatehealth.org,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/natalie-nw,https://advocate-aurora-health-forge.vercel.app
aurora-health-care,Aurora Health Care,http://www.aurorahealthcare.org,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/christina-hammett-9482191b2,https://aurora-health-care-forge.vercel.app
broadlawns-medical-center,Broadlawns Medical Center,http://www.broadlawns.org,Specialty Healthcare / Orthopedics,http://www.linkedin.com/in/brandi-clark-24786a21,https://broadlawns-medical-center-forge.vercel.app
holland-hart-llp,Holland & Hart LLP,http://www.hollandhart.com,Law Firms,http://www.linkedin.com/in/therachelanderson,https://holland-hart-llp-forge.vercel.app
russell-stover-chocolates,Russell Stover Chocolates,http://www.russellstover.com,Manufacturing / Industrial Operators,http://www.linkedin.com/in/sherry-werner-61105b58,https://russell-stover-chocolates-forge.vercel.app
uchealth,UCHealth,http://www.uchealth.org,MedSpa / Aesthetics / Wellness Clinics,http://www.linkedin.com/in/michelle-tollefson-95b87729,https://uchealth-forge.vercel.app
f-c-tucker-company,F.C. Tucker Company,http://www.talktotucker.com,Progressive Service Businesses,http://www.linkedin.com/in/valerie-hayes-92a8a614,https://f-c-tucker-company-forge.vercel.app
matrixservicecompany,Matrixservicecompany,http://www.matrixservicecompany.com,Progressive Service Businesses,http://www.linkedin.com/in/james-kellerhouse-3601631a,https://matrixservicecompany-forge.vercel.app
murphy-company,Murphy Company,http://www.murphynet.com,Progressive Service Businesses,http://www.linkedin.com/in/steve-davis-608bb16,https://murphy-company-forge.vercel.app
740-dental,740 Dental,http://www.740dental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/andrea-korn-48756697,https://740-dental-forge.vercel.app
ace-dental,Ace Dental,http://www.acedentalwny.com,Dental DSOs and growth practices,http://www.linkedin.com/in/nicola-sullivan-3ba7bab3,https://ace-dental-forge.vercel.app
advantage-dental,Advantage Dental+,http://www.advantagedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/danielleconrad2004,https://advantage-dental-forge.vercel.app
alexandra-dental,Alexandra Dental,http://www.alexandradental.ie,Dental DSOs and growth practices,http://www.linkedin.com/in/zoe-jackson-262ba73a,https://alexandra-dental-forge.vercel.app
allied-dental,Allied Dental,http://www.allieddental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/lilly-pearson-a0b667266,https://allied-dental-forge.vercel.app
aspen-dental,Aspen Dental,http://www.aspendental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/joshua-thompson-4ab38670,https://aspen-dental-forge.vercel.app
au-dental,Au Dental,http://www.audental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/heather-blackburn-974418149,https://au-dental-forge.vercel.app
balsam-dental,Balsam Dental,http://www.balsamdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/office-manager-5185a1149,https://balsam-dental-forge.vercel.app
bc-dental,bc dental,http://www.bcdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/caron-roberts-8a124a21,https://bc-dental-forge.vercel.app
benco-dental,Benco Dental,http://www.benco.com,Dental DSOs and growth practices,http://www.linkedin.com/in/stephanie-headberg-crdh-4b41454b,https://benco-dental-forge.vercel.app
bexley-dental,Bexley Dental,http://www.bexleydental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/stacey-fenwick-11b3a9273,https://bexley-dental-forge.vercel.app
boger-dental,Boger Dental,http://www.bogerdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/kim-cannon-41119a7,https://boger-dental-forge.vercel.app
boston-dental,Boston Dental,http://www.bostondental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/ariana-nunes-526248127,https://boston-dental-forge.vercel.app
bourne-end-dental,Bourne End Dental,http://www.bourneenddental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/bourne-end-dental-6a18881a,https://bourne-end-dental-forge.vercel.app
buzbee-dental,Buzbee Dental,http://www.buzbeedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/leroy-kaelke-32587669,https://buzbee-dental-forge.vercel.app
casey-dental,Casey Dental,http://www.caseydental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/pam-spell-a9477556,https://casey-dental-forge.vercel.app
clayburn-dental,Clayburn Dental,http://www.clayburndental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/preet-sran-89a506126,https://clayburn-dental-forge.vercel.app
colosseum-dental,Colosseum Dental,http://www.colosseumdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/claire-kock-474156317,https://colosseum-dental-forge.vercel.app
cornerstone-dental,Cornerstone Dental,http://www.cornerstonedentalnj.com,Dental DSOs and growth practices,http://www.linkedin.com/in/patty-groslie-27686293,https://cornerstone-dental-forge.vercel.app
creekside-dental,Creekside Dental,http://www.bothellcreeksidedentist.com,Dental DSOs and growth practices,http://www.linkedin.com/in/danyel-a-829a8638,https://creekside-dental-forge.vercel.app
darlinghurst-dental,Darlinghurst Dental,http://www.darlinghurstdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/margaret-smith-17796698,https://darlinghurst-dental-forge.vercel.app
dental-associates,Dental Associates,http://www.dentalassociates.com,Dental DSOs and growth practices,http://www.linkedin.com/in/lalia-knueppel-51b28448,https://dental-associates-forge.vercel.app
dental-boutique,Dental Boutique,http://www.dentalboutique.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/jemma-devlin-1138b4261,https://dental-boutique-forge.vercel.app
dental-choice,Dental Choice,http://www.dentalchoice.ca,Dental DSOs and growth practices,http://www.linkedin.com/in/jasmin-bassi-92b1a438,https://dental-choice-forge.vercel.app
dental-clinique,Dental Clinique,http://www.dentalclinique.com,Dental DSOs and growth practices,http://www.linkedin.com/in/luana-barros-9140aa1a8,https://dental-clinique-forge.vercel.app
dental-directory,Dental Directory,http://www.ddgroup.com,Dental DSOs and growth practices,http://www.linkedin.com/in/bondu-bondu-169b70263,https://dental-directory-forge.vercel.app
dental-elements,Dental Elements,http://www.dentalelements.com,Dental DSOs and growth practices,http://www.linkedin.com/in/dental-elements-6a69b531,https://dental-elements-forge.vercel.app
dental-excellence,Dental Excellence,http://www.dentalexcellence.ro,Dental DSOs and growth practices,http://www.linkedin.com/in/louise-jameson-aa231586,https://dental-excellence-forge.vercel.app
dental-friends,Dental Friends,http://www.dentalfriends.nl,Dental DSOs and growth practices,http://www.linkedin.com/in/robvanotterdijk,https://dental-friends-forge.vercel.app
dental-kidz,Dental Kidz,http://www.dentalkidz.com,Dental DSOs and growth practices,http://www.linkedin.com/in/barbara-pereira-504a5a13,https://dental-kidz-forge.vercel.app
dental-network,Dental Network,http://www.dentalnetwork.nl,Dental DSOs and growth practices,http://www.linkedin.com/in/dani%c3%ablle-hoogenboom-b43b831a9,https://dental-network-forge.vercel.app
dental-offices,Dental Offices,http://www.dentalofficesllp.com,Dental DSOs and growth practices,http://www.linkedin.com/in/abigail-osorio-5b7029162,https://dental-offices-forge.vercel.app
dental-options,Dental Options,http://www.dentaloptionspa.com,Dental DSOs and growth practices,http://www.linkedin.com/in/cara-morris-7b4194243,https://dental-options-forge.vercel.app
dental-suite,Dental Suite,http://www.dental-suite.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/dr-raha-sepehrara-a90369382,https://dental-suite-forge.vercel.app
dougherty-dental,Dougherty Dental,http://www.bethesdasedationdentistry.com,Dental DSOs and growth practices,http://www.linkedin.com/in/janine-dougherty-869669184,https://dougherty-dental-forge.vercel.app
eastern-dental,Eastern Dental,http://www.easterndental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/rupali-wadhwa-4b633a1b,https://eastern-dental-forge.vercel.app
enspire-dental,Enspire Dental,http://www.enspiredental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/tonya-hatfield-319b0041,https://enspire-dental-forge.vercel.app
espire-dental,Espire Dental,http://www.espiredental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/lydia-baker-a8b6431aa,https://espire-dental-forge.vercel.app
evp-dental,EVP Dental,http://www.evpdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/jayne-simpson-409124389,https://evp-dental-forge.vercel.app
exceptional-dental,Exceptional Dental,http://www.exceptionaldental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/kerrie-clunes-59759626,https://exceptional-dental-forge.vercel.app
forward-dental,Forward Dental,http://www.fdbrookfield.com,Dental DSOs and growth practices,http://www.linkedin.com/in/june-lyons-1a611614,https://forward-dental-forge.vercel.app
g1-dental,G1 Dental,http://www.g1dental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/serita-miller-19830029,https://g1-dental-forge.vercel.app
gs-dental,GS Dental,http://www.greatslavedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/roger-armstrong-83930446,https://gs-dental-forge.vercel.app
guildhall-dental,Guildhall Dental,http://www.guildhalldental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/faith-phillips-ba4222211,https://guildhall-dental-forge.vercel.app
harris-dental,Harris Dental,http://www.harrisdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jacqueline-athanasiou-a7a409139,https://harris-dental-forge.vercel.app
hbf-dental,HBF Dental,http://www.hbfdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/katherine-doney-6557b0174,https://hbf-dental-forge.vercel.app
heartland-dental,Heartland Dental,http://www.heartland.com,Dental DSOs and growth practices,http://www.linkedin.com/in/chloe-hepburn-375452169,https://heartland-dental-forge.vercel.app
island-dental,Island Dental,http://www.sevenhillsdentalgroup.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jane-goode-66391b10b,https://island-dental-forge.vercel.app
laurelwood-dental,Laurelwood Dental,http://www.laurelwooddental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jillian-good-73376786,https://laurelwood-dental-forge.vercel.app
lifetime-dental,Lifetime Dental,http://www.matthewfetzerfoundation.org,Dental DSOs and growth practices,http://www.linkedin.com/in/dianechiclana,https://lifetime-dental-forge.vercel.app
lightwave-dental,Lightwave Dental,http://www.lightwavedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/taehee-davis-a00930140,https://lightwave-dental-forge.vercel.app
lume-dental,Lume Dental,http://www.lumedental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/donna-varden-20a66a189,https://lume-dental-forge.vercel.app
lumino-dental,Lumino Dental,http://www.luminodental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/anne-maree-bradley-867a946a,https://lumino-dental-forge.vercel.app
maison-dental,Maison Dental,http://www.maisondental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/emma-hirst-7701a628a,https://maison-dental-forge.vercel.app
masterton-dental,Masterton Dental,http://www.mastertondental.co.nz,Dental DSOs and growth practices,http://www.linkedin.com/in/tracey-reece-801038127,https://masterton-dental-forge.vercel.app
mc-dental,MC Dental,http://www.mcdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/gracesiatagaadams,https://mc-dental-forge.vercel.app
midwest-dental,Midwest Dental,http://www.midwestdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/mary-kotas-57154965,https://midwest-dental-forge.vercel.app
molloy-dental,Molloy Dental,http://www.molloydental.ie,Dental DSOs and growth practices,http://www.linkedin.com/in/noeline-johnson-1029a352,https://molloy-dental-forge.vercel.app
nkc-dental,NKC Dental,http://www.nkcdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/mariah-elias-58643019b,https://nkc-dental-forge.vercel.app
obex-dental,Obex Dental,http://www.obexdental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/stephanie-rios-8b67a0171,https://obex-dental-forge.vercel.app
ocean-dental,Ocean Dental,http://www.oceandental.net,Dental DSOs and growth practices,http://www.linkedin.com/in/dana-bowman-2a2234122,https://ocean-dental-forge.vercel.app
old-bridge-dental,Old Bridge Dental,http://www.oldbridgedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/robert-griggs-2b0b84103,https://old-bridge-dental-forge.vercel.app
onsite-dental,Onsite Dental,http://www.onsitedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/miranda-evans-a188562a8,https://onsite-dental-forge.vercel.app
park-dental,Park Dental,http://www.parkdental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/diane-serrato-560b7720,https://park-dental-forge.vercel.app
parkside-dental,Parkside Dental,http://www.smiledesplaines.com,Dental DSOs and growth practices,http://www.linkedin.com/in/carla-frey-cda-rda-a1836b8,https://parkside-dental-forge.vercel.app
patterson-dental,Patterson Dental,http://www.pattersondental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jessicaganger,https://patterson-dental-forge.vercel.app
peelhouse-dental,Peelhouse Dental,http://www.peelhousedental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/matt-lawler-9a70b313a,https://peelhouse-dental-forge.vercel.app
peppy-dental,Peppy Dental,http://www.peppydental.net,Dental DSOs and growth practices,http://www.linkedin.com/in/julie-d-angelo-59810929,https://peppy-dental-forge.vercel.app
pinnacle-dental,Pinnacle Dental,http://www.pinnacledentaldocklands.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/niki-wing-a5a62a187,https://pinnacle-dental-forge.vercel.app
pjn-dental,PJN Dental,http://www.pjndental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jennifer-senderkiewicz-5a598a364,https://pjn-dental-forge.vercel.app
practice-builders,Practice Builders,http://www.practicebuilders.com,Dental DSOs and growth practices,http://www.linkedin.com/in/amanda-le-0a7879114,https://practice-builders-forge.vercel.app
practice-strategies,Practice Strategies,http://www.ps4success.com,Dental DSOs and growth practices,http://www.linkedin.com/in/jillian-donaldson-9b1251179,https://practice-strategies-forge.vercel.app
prime-practice,Prime Practice,http://www.primepractice.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/rameesha-rafique-384a19157,https://prime-practice-forge.vercel.app
private-practice,Private practice,http://www.joaobotas.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/gemma-childs-973187157,https://private-practice-forge.vercel.app
private-practice-and-clinical-practice,Private Practice and Clinical Practice,http://www.cobblpc.com,Dental DSOs and growth practices,http://www.linkedin.com/in/sasha-lee-poggenpoel-8b1471130,https://private-practice-and-clinical-practice-forge.vercel.app
sage-dental,Sage Dental,http://www.mysagedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/kristina-baldwin-50ba2b192,https://sage-dental-forge.vercel.app
secure-dental,Secure Dental,http://www.secure-dental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/elisia-edwards-1883a3316,https://secure-dental-forge.vercel.app
serenity-dental,Serenity Dental,http://www.serenitydentalaustin.com,Dental DSOs and growth practices,http://www.linkedin.com/in/brett-garner-797918b,https://serenity-dental-forge.vercel.app
smalltown-dental,Smalltown Dental,http://www.smalltowndental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/keri-jones-b60173133,https://smalltown-dental-forge.vercel.app
smart-dental,Smart Dental,http://www.smartdental.in,Dental DSOs and growth practices,http://www.linkedin.com/in/belinda-scrivener-02375ab8,https://smart-dental-forge.vercel.app
smile-dental,Smile Dental,http://www.smiledentalfl.com,Dental DSOs and growth practices,http://www.linkedin.com/in/dana-s-252b3a54,https://smile-dental-forge.vercel.app
smileone-dental,Smileone Dental,http://www.smilone.dental,Dental DSOs and growth practices,http://www.linkedin.com/in/roya-adib-b14b0780,https://smileone-dental-forge.vercel.app
strand-dental,Strand Dental,http://www.strand-dental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/alex-linton-21961454,https://strand-dental-forge.vercel.app
team-dental,Team Dental,http://www.team-dental.co.nz,Dental DSOs and growth practices,http://www.linkedin.com/in/kerry-fowler-6773207a,https://team-dental-forge.vercel.app
together-dental,Together Dental,http://www.together.dental,Dental DSOs and growth practices,http://www.linkedin.com/in/sadie-anderson-472979213,https://together-dental-forge.vercel.app
tooth-dental,Tooth Dental,http://www.toothdental.com.au,Dental DSOs and growth practices,http://www.linkedin.com/in/phoebe-sampson-052022213,https://tooth-dental-forge.vercel.app
trillium-dental,Trillium Dental,http://www.trilliumdental.ca,Dental DSOs and growth practices,http://www.linkedin.com/in/joanna-ongcangco-11b845a7,https://trillium-dental-forge.vercel.app
unitas-dental,Unitas Dental,http://www.unitaspposolutions.com,Dental DSOs and growth practices,http://www.linkedin.com/in/breanne-kempton-umphres-a5775a8b,https://unitas-dental-forge.vercel.app
willamette-dental,Willamette Dental,http://www.willamettedental.com,Dental DSOs and growth practices,http://www.linkedin.com/in/amanda-sprau-76ab2933,https://willamette-dental-forge.vercel.app
windsor-dental,Windsor Dental,http://www.windsordental.co.uk,Dental DSOs and growth practices,http://www.linkedin.com/in/ravi-singh-84726a125,https://windsor-dental-forge.vercel.app
abana-enterprises-group-co,ABANA Enterprises Group Co.,http://www.abana.com.sa,Boutique law firms,http://www.linkedin.com/in/bijay-bikram-das-51078b27,https://abana-enterprises-group-co-forge.vercel.app
advocacia,Advocacia,http://www.pitsica.com.br,Boutique law firms,http://www.linkedin.com/in/aline-lima-455bb2181,https://advocacia-forge.vercel.app
almazan-law,Almazan Law,http://www.almazanlaw.com,Boutique law firms,http://www.linkedin.com/in/sonia-garcia-54092318,https://almazan-law-forge.vercel.app
almt-legal,ALMT Legal,http://www.almtlegal.com,Boutique law firms,http://www.linkedin.com/in/almt-legal-a19166141,https://almt-legal-forge.vercel.app
alston-bird,Alston & Bird,http://www.alston.com,Boutique law firms,http://www.linkedin.com/in/richard-deal-0340b3137,https://alston-bird-forge.vercel.app
amundsen-davis-llc,"Amundsen Davis, LLC",http://www.amundsendavislaw.com,Boutique law firms,http://www.linkedin.com/in/katie-blom-59a8ab8,https://amundsen-davis-llc-forge.vercel.app
andreu-palma-lavin-solis-pllc,"Andreu, Palma, Lavin & Solis, PLLC",http://www.andreupalma.com,Boutique law firms,http://www.linkedin.com/in/ana-porcayo-729209232,https://andreu-palma-lavin-solis-pllc-forge.vercel.app
avocad-law-firm,AVOCAD - Law Firm,http://www.avocad.lt,Boutique law firms,http://www.linkedin.com/in/mantas-baigys,https://avocad-law-firm-forge.vercel.app
avocat,Avocat,http://www.dasilva-avocat.com,Boutique law firms,http://www.linkedin.com/in/omar-eljattioui-a6661822,https://avocat-forge.vercel.app
bader-law,Bader Law,http://www.baderlaw.ca,Boutique law firms,http://www.linkedin.com/in/janis-b-murcar-03264172,https://bader-law-forge.vercel.app
bady-curi-advocacia-empresarial,Bady Curi Advocacia Empresarial,http://www.badycuri.com.br,Boutique law firms,http://www.linkedin.com/in/bady-curi-advocacia-empresarial-56012b125,https://bady-curi-advocacia-empresarial-forge.vercel.app
barth-l-my-avocats,Barthélémy Avocats,http://www.barthelemy-avocats.com,Boutique law firms,http://www.linkedin.com/in/edgar-puigvert-fabren-7a8875268,https://barth-l-my-avocats-forge.vercel.app
bbb-inc-barry-botha-breytenbach-attorneys,BBB inc - Barry Botha & Breytenbach Attorneys,http://www.bbbinc.co.za,Boutique law firms,http://www.linkedin.com/in/bbb-inc-barry-botha-breytenbach-attorneys-aa2238162,https://bbb-inc-barry-botha-breytenbach-attorneys-forge.vercel.app
bclp,BCLP,http://www.bclplaw.com,Boutique law firms,http://www.linkedin.com/in/benefits-bryan-cave-leighton-paisner-87055a5a,https://bclp-forge.vercel.app
benme-legal-law-firm,Benme Legal | Law Firm,http://www.benmelegal.com,Boutique law firms,http://www.linkedin.com/in/angelabrandy,https://benme-legal-law-firm-forge.vercel.app
branscomb-law,Branscomb Law,http://www.branscomblaw.com,Boutique law firms,http://www.linkedin.com/in/robert-toy-18457323,https://branscomb-law-forge.vercel.app
campbell-smith-llp,Campbell Smith LLP,http://www.camsmith.co.uk,Boutique law firms,http://www.linkedin.com/in/%e2%80%8b-campbell-smith-llp-902b589a,https://campbell-smith-llp-forge.vercel.app
capua-law,Capua Law,http://www.capualaw.com,Boutique law firms,http://www.linkedin.com/in/rhonda-patterson-medford-38ab0223,https://capua-law-forge.vercel.app
carneys-legal,Carneys Legal,http://www.carneys.com.au,Boutique law firms,http://www.linkedin.com/in/carneys-lawyers-a77a2710b,https://carneys-legal-forge.vercel.app
cayol-tremblay-avocats,CAYOL TREMBLAY AVOCATS,http://www.cayol-tremblay.com,Boutique law firms,http://www.linkedin.com/in/cayol-tremblay-avocats-986648114,https://cayol-tremblay-avocats-forge.vercel.app
cec-lia-costa-advogados,Cecília Costa Advogados,http://www.ceciliacosta.com.br,Boutique law firms,http://www.linkedin.com/in/cec%c3%adlia-costa-4273b2124,https://cec-lia-costa-advogados-forge.vercel.app
celaya-law,Celaya Law,http://www.celayalaw.com,Boutique law firms,http://www.linkedin.com/in/megan-reilly-458957106,https://celaya-law-forge.vercel.app
chatain-associ-s,Chatain Associés,http://www.chatainassocies.com,Boutique law firms,http://www.linkedin.com/in/muriel-de-saint-martin-37b69b9a,https://chatain-associ-s-forge.vercel.app
chetcuti-cauchi-advocates-malta-law-firm,Chetcuti Cauchi Advocates - Malta Law Firm,http://www.ccmalta.com,Boutique law firms,http://www.linkedin.com/in/heliopinto,https://chetcuti-cauchi-advocates-malta-law-firm-forge.vercel.app
clarke-silverglate-p-a,"Clarke Silverglate, P.A.",http://www.cspalaw.com,Boutique law firms,http://www.linkedin.com/in/clarkesilverglate-p-a-714a934b,https://clarke-silverglate-p-a-forge.vercel.app
cleaver-fulton-rankin-solicitors,Cleaver Fulton Rankin Solicitors,http://www.cleaverfultonrankin.co.uk,Boutique law firms,http://www.linkedin.com/in/eva-todd-912053308,https://cleaver-fulton-rankin-solicitors-forge.vercel.app
connor-connor-pllc,Connor & Connor PLLC,http://www.connorpllc.com,Boutique law firms,http://www.linkedin.com/in/connor-connor-pllc-95788283,https://connor-connor-pllc-forge.vercel.app
cornet-vincent-segurel,CORNET VINCENT SEGUREL,http://www.cvs-avocats.com,Boutique law firms,http://www.linkedin.com/in/elise-pradier-44931b24a,https://cornet-vincent-segurel-forge.vercel.app
dewitt-llp-law-firm,DeWitt LLP - Law Firm,http://www.dewittllp.com,Boutique law firms,http://www.linkedin.com/in/brianpollackip,https://dewitt-llp-law-firm-forge.vercel.app
disparti-law-group,Disparti Law Group,http://www.dispartilaw.com,Boutique law firms,http://www.linkedin.com/in/jessica-schumann-771347b9,https://disparti-law-group-forge.vercel.app
eldib-advocates,Eldib Advocates,http://www.eldibadvocates.com,Boutique law firms,http://www.linkedin.com/in/adham-emad-040a0b144,https://eldib-advocates-forge.vercel.app
faruqi-faruqi-llp,"Faruqi & Faruqi, LLP",http://www.faruqilaw.com,Boutique law firms,http://www.linkedin.com/in/faruqi-and-faruqi-llp,https://faruqi-faruqi-llp-forge.vercel.app
favros-law,FAVROS | LAW,http://www.favros.com,Boutique law firms,http://www.linkedin.com/in/pam-mccain-99a12b10,https://favros-law-forge.vercel.app
ferraz-advocacia,Ferraz Advocacia,http://www.ferrazadvocaciato.com,Boutique law firms,http://www.linkedin.com/in/edson-ferraz-6050aa29b,https://ferraz-advocacia-forge.vercel.app
firm,Firm,http://www.firminc.org,Boutique law firms,http://www.linkedin.com/in/song-liu-472b8717,https://firm-forge.vercel.app
g-a-advocates-llp,G&A Advocates LLP,http://www.gallp.co.ke,Boutique law firms,http://www.linkedin.com/in/gallp,https://g-a-advocates-llp-forge.vercel.app
giambrone-partners-international-law-firm,Giambrone & Partners International Law Firm,http://www.giambronelaw.com,Boutique law firms,http://www.linkedin.com/in/ggiambrone,https://giambrone-partners-international-law-firm-forge.vercel.app
